node1,node2,weight,weight_rescaled
IPO,OCIO,0.42367901829995236,1
IPO,비트코인,0.37864010432096074,1
IPO,암호화폐,0.37247539077178665,1
IPO,외환보유액,0.38444501468738307,1
IPO,인수목적회사,0.5927755995541014,5
IPO,자사주,0.5403465538737136,5
IPO,자산운용사,0.35542794823879736,1
IPO,조선,0.39619075249648894,1
IPO,주식,0.4359158764643014,1
IPO,코스피,0.4520510569608223,1
LCC,원화강세수혜주,0.38309541249601087,1
LCC,항공,0.4299323798421166,1
LCC,항공기부품,0.3661029878718639,1
OCIO,대부업,0.3562080075939318,1
OCIO,자산운용사,0.4280536329450013,1
거래량,조선,0.3651162237004073,1
건강기능식품,약제조업체,0.3664716191369779,1
경기 회복,경기침체,0.5969004679837961,5
경기 회복,수출,0.3669429750230786,1
경기침체,수출,0.4380714897744656,1
금융,대부업,0.44693089340185305,1
금융,대출,0.5600587931458227,5
금융,신용융자,0.5133815263487316,5
금융,외환보유액,0.3912640375236091,1
기계,자동차,0.36554518111372886,1
대부업,대출,0.35774738770347886,1
대부업,신용융자,0.37441079347168454,1
대부업,암호화폐,0.39272092915154994,1
대출,신용융자,0.3988285388497612,1
대표주,디스플레이,0.4080464228473874,1
대표주,반도체,0.5387410133091158,5
대표주,배터리,0.45117949890842995,1
대표주,전기차,0.39104251163334613,1
대표주,코스피,0.4097992464760682,1
대표주,폴더블폰,0.3659878576309683,1
디스플레이,반도체,0.4015651474589361,1
디스플레이,수출,0.3635486693788499,1
디스플레이,코스피,0.39258638635175497,1
디스플레이,폴더블폰,0.47264318899303936,1
리튬,배터리,0.4647707095890936,1
리튬,전기차,0.412175341344012,1
리튬,전력,0.36963856837790554,1
리튬,탄소,0.5837878632956424,5
바이오,바이오인식,0.9097283065154778,10
바이오,세포주,0.417649919124264,1
바이오,약제조업체,0.504323577057499,5
바이오,하이패스,0.3663837917428698,1
바이오인식,세포주,0.44120869903990945,1
바이오인식,약제조업체,0.5186175319081446,5
바이오인식,카카오,0.3716484025949084,1
바이오인식,하이패스,0.3915459167874248,1
반도체,전기차,0.3772237766678909,1
반도체,코스피,0.528610774452557,5
반도체,폴더블폰,0.41218457831503463,1
배터리,원유,0.45646637814131513,1
배터리,전기차,0.6233257808736709,10
배터리,탄소,0.40698214121832554,1
배터리,폴더블폰,0.3944285030057341,1
배터리,화학,0.5142796357435993,5
비트코인,신용융자,0.35468423087605194,1
비트코인,암호화폐,0.7361142113147142,10
비트코인,외환보유액,0.3957697971129891,1
비트코인,주식,0.36420836623745634,1
세,코스피,0.5488514035940171,5
세포주,약제조업체,0.45132667598750886,1
수출,외환보유액,0.3836318176784097,1
신용융자,암호화폐,0.3969120338831773,1
신용융자,외환보유액,0.5523686392565417,5
신용융자,자산운용사,0.37274242301123917,1
암호화폐,외환보유액,0.36166559323084035,1
암호화폐,전기차,0.3965024121691839,1
암호화폐,클라우드,0.38946472430671036,1
암호화폐,하이패스,0.3836501338174215,1
약제조업체,엔터테인먼트,0.3522574010729018,1
약제조업체,전기차,0.37024564910561175,1
에너지,원유,0.445673443824346,1
에너지,유가,0.6230284210302047,10
에너지,전력,0.41202003440376606,1
에너지,탄소,0.4123324256372351,1
에너지,화학,0.41573107117604186,1
외환보유액,원화강세수혜주,0.3504928045752709,1
외환보유액,자산시장,0.3792099208892711,1
외환보유액,자산운용사,0.38586254370374307,1
외환보유액,환율하락,0.44143433049687125,1
원유,유가,0.45801953022971204,1
원유,전기차,0.4344675325184092,1
원유,화학,0.8170366468403802,10
원화강세수혜주,항공,0.4749743833188905,1
원화강세수혜주,환율하락,0.619837165401649,10
유가,화학,0.44647939400179676,1
인수목적회사,자사주,0.5646663913861796,5
인수목적회사,자산시장,0.3856865083408159,1
인수목적회사,조선,0.4390623773416409,1
인수목적회사,주식,0.3985096138373715,1
자동차,자동차 대표주,0.42897870524494114,1
자동차,자동차부품,0.3805127248568732,1
자동차,자사주,0.36360689930248563,1
자동차,자산시장,0.377353951728446,1
자동차 대표주,자동차부품,0.6319508151083049,10
자동차부품,전기차,0.3681102784889703,1
자사주,자산시장,0.3629783049267278,1
자사주,주식,0.5820467400764321,5
자산시장,자산운용사,0.37779231758955506,1
자율주행,전기차,0.3540581906889353,1
자율주행,카카오,0.37014286303397886,1
자율주행,클라우드,0.4541734267341758,1
자율주행,하이패스,0.3720691059580965,1
전기차,탄소,0.3571038442776995,1
전기차,폴더블폰,0.3799426926028255,1
전기차,화학,0.4742858035176879,1
전력,탄소,0.4141600176629697,1
클라우드,하이패스,0.3622669233650908,1
항공,항공기부품,0.465764524268958,1
화학,환율하락,0.37089367077115937,1
